,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,568
1,2013,9,1464
2,2013,10,1105
3,2013,11,584
4,2013,12,252
5,2014,1,142
6,2014,2,174
7,2014,3,528
8,2014,4,1331
9,2014,5,2409
10,2014,6,3144
11,2014,7,3496
12,2014,8,3319
13,2014,9,2937
14,2014,10,2009
15,2014,11,929
16,2014,12,667
17,2015,1,539
18,2015,2,269
19,2015,3,496
20,2015,4,1591
21,2015,5,2123
22,2015,6,2663
23,2015,7,3716
24,2015,8,3484
25,2015,9,2934
26,2015,10,2110
27,2015,11,1293
28,2015,12,906
29,2016,1,633
30,2016,2,760
31,2016,3,1114
32,2016,4,1566
33,2016,5,2411
34,2016,6,3271
35,2016,7,3551
36,2016,8,3364
37,2016,9,2986
38,2016,10,2412
39,2016,11,1491
40,2016,12,535
