,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,452
1,2013,10,1217
2,2013,11,591
3,2013,12,319
4,2014,1,73
5,2014,2,178
6,2014,3,414
7,2014,4,861
8,2014,5,2115
9,2014,6,2678
10,2014,7,3046
11,2014,8,2521
12,2014,9,1912
13,2014,10,1432
14,2014,11,783
15,2014,12,513
16,2015,1,348
17,2015,2,152
18,2015,3,475
19,2015,4,867
20,2015,5,1854
21,2015,6,2220
22,2015,7,3172
23,2015,8,2571
24,2015,9,2062
25,2015,10,1536
26,2015,11,942
27,2015,12,457
28,2016,1,377
29,2016,2,557
30,2016,3,769
31,2016,4,1031
32,2016,5,1650
33,2016,6,2260
34,2016,7,2743
35,2016,8,2220
36,2016,9,2031
37,2016,10,1559
38,2016,11,1045
39,2016,12,359
