,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65
,,,,,,
0,2015,4.450805080595551,79.92212212614719,8.66841158804219,14.334584910302548,27.016307441260672
1,2016,,1.847754163108429,9.684764601685709,2.158496005802285,3.6340309749235185
