,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,105
1,2013,7,1901
2,2013,8,4026
3,2013,9,3399
4,2013,10,1768
5,2013,11,801
6,2013,12,344
7,2014,1,201
8,2014,2,195
9,2014,3,592
10,2014,4,1317
11,2014,5,2745
12,2014,6,3340
13,2014,7,3475
14,2014,8,4445
15,2014,9,3006
16,2014,10,2009
17,2014,11,781
18,2014,12,552
19,2015,1,275
20,2015,2,177
21,2015,3,772
22,2015,4,1126
23,2015,5,1892
24,2015,6,2478
25,2015,7,3724
26,2015,8,3305
27,2015,9,2883
28,2015,10,1931
29,2015,11,931
30,2015,12,569
31,2016,1,412
32,2016,2,741
33,2016,3,1162
34,2016,4,1232
35,2016,5,2085
36,2016,6,2621
37,2016,7,3336
38,2016,8,3249
39,2016,9,2563
40,2016,10,2064
41,2016,11,1097
42,2016,12,401
