,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,13
1,2013,7,207
2,2013,8,639
3,2013,9,2174
4,2013,10,1002
5,2013,11,316
6,2013,12,24
7,2014,1,18
8,2014,2,17
9,2014,3,229
10,2014,4,1194
11,2014,5,2560
12,2014,6,3474
13,2014,7,4297
14,2014,8,4073
15,2014,9,2341
16,2014,10,858
17,2014,11,198
18,2014,12,90
19,2015,1,45
20,2015,2,17
21,2015,3,438
22,2015,4,1157
23,2015,5,2591
24,2015,6,4392
25,2015,7,6718
26,2015,8,5398
27,2015,9,3514
28,2015,10,1175
29,2015,11,578
30,2015,12,107
31,2016,1,107
32,2016,2,268
33,2016,3,575
34,2016,4,1569
35,2016,5,3522
36,2016,6,4563
37,2016,7,6313
38,2016,8,4947
39,2016,9,3390
40,2016,10,1620
41,2016,11,727
42,2016,12,55
