,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,45
1,2013,7,674
2,2013,8,1323
3,2013,9,1624
4,2013,10,1161
5,2013,11,555
6,2013,12,316
7,2014,1,189
8,2014,2,160
9,2014,3,388
10,2014,4,1070
11,2014,5,1764
12,2014,6,2111
13,2014,7,2461
14,2014,8,2805
15,2014,9,2407
16,2014,10,1620
17,2014,11,943
18,2014,12,739
19,2015,1,439
20,2015,2,262
21,2015,3,795
22,2015,4,1155
23,2015,5,1793
24,2015,6,2345
25,2015,7,2816
26,2015,8,2880
27,2015,9,2410
28,2015,10,1827
29,2015,11,1115
30,2015,12,717
31,2016,1,522
32,2016,2,583
33,2016,3,1070
34,2016,4,1289
35,2016,5,2089
36,2016,6,2785
37,2016,7,2896
38,2016,8,2701
39,2016,9,2470
40,2016,10,2043
41,2016,11,1393
42,2016,12,492
