,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,87
1,2013,7,1822
2,2013,8,2952
3,2013,9,2570
4,2013,10,1504
5,2013,11,636
6,2013,12,343
7,2014,1,219
8,2014,2,203
9,2014,3,580
10,2014,4,1155
11,2014,5,1903
12,2014,6,2419
13,2014,7,3143
14,2014,8,2711
15,2014,9,2101
16,2014,10,1616
17,2014,11,824
18,2014,12,664
19,2015,1,434
20,2015,2,270
21,2015,3,797
22,2015,4,1129
23,2015,5,1780
24,2015,6,2089
25,2015,7,2693
26,2015,8,2086
27,2015,9,2066
28,2015,10,1386
29,2015,11,915
30,2015,12,529
31,2016,1,456
32,2016,2,592
33,2016,3,796
34,2016,4,970
35,2016,5,1611
36,2016,6,2338
37,2016,7,2571
38,2016,8,2043
39,2016,9,1953
40,2016,10,1480
41,2016,11,1035
42,2016,12,421
