,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2013,2.1454350850753676,1515.9635872786046,1219.8467281928667,980.4561672861221,1013.0787099782501,13.508355172448631
1,2014,16.215942064033154,4303.140431023804,3842.4547406695137,1655.8355312119322,1758.187769163087,112.75238680406989
2,2015,40.06558160857101,3422.0099476172136,2988.4679535831483,1755.9374141831086,1761.7400734682974,83.96055049117409
3,2016,18.098213545552223,4088.492246532816,4117.811481367769,1600.1870719282122,1947.036969706343,118.37199646873012
