,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,79
1,2013,7,814
2,2013,8,1242
3,2013,9,941
4,2013,10,556
5,2013,11,421
6,2013,12,220
7,2014,1,83
8,2014,2,101
9,2014,3,246
10,2014,4,551
11,2014,5,1183
12,2014,6,1654
13,2014,7,1895
14,2014,8,1684
15,2014,9,1244
16,2014,10,1008
17,2014,11,477
18,2014,12,392
19,2015,1,269
20,2015,2,132
21,2015,3,382
22,2015,4,651
23,2015,5,1071
24,2015,6,1427
25,2015,7,1946
26,2015,8,1951
27,2015,9,1669
28,2015,10,1221
29,2015,11,701
30,2015,12,418
31,2016,1,291
32,2016,2,417
33,2016,3,683
34,2016,4,754
35,2016,5,1179
36,2016,6,1587
37,2016,7,1584
38,2016,8,1921
39,2016,9,1769
40,2016,10,1437
41,2016,11,1029
42,2016,12,456
