,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,379
1,2013,9,828
2,2013,10,671
3,2013,11,406
4,2013,12,240
5,2014,1,117
6,2014,2,103
7,2014,3,283
8,2014,4,523
9,2014,5,917
10,2014,6,1235
11,2014,7,1369
12,2014,8,1252
13,2014,9,1236
14,2014,10,979
15,2014,11,479
16,2014,12,366
17,2015,1,183
18,2015,2,84
19,2015,3,423
20,2015,4,721
21,2015,5,953
22,2015,6,1265
23,2015,7,1557
24,2015,8,1570
25,2015,9,1392
26,2015,10,1011
27,2015,11,707
28,2015,12,423
29,2016,1,307
30,2016,2,371
31,2016,3,707
32,2016,4,814
33,2016,5,1276
34,2016,6,1582
35,2016,7,1370
36,2016,8,1392
37,2016,9,1234
38,2016,10,1112
39,2016,11,698
40,2016,12,251
