,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,10,406
1,2013,11,427
2,2013,12,254
3,2014,1,144
4,2014,2,194
5,2014,3,414
6,2014,4,812
7,2014,5,1230
8,2014,6,1512
9,2014,7,1614
10,2014,8,1671
11,2014,9,1511
12,2014,10,1332
13,2014,11,648
14,2014,12,513
15,2015,1,315
16,2015,2,179
17,2015,3,441
18,2015,4,832
19,2015,5,1428
20,2015,6,1852
21,2015,7,2413
22,2015,8,2280
23,2015,9,2327
24,2015,10,1828
25,2015,11,1176
26,2015,12,719
27,2016,1,572
28,2016,2,647
29,2016,3,1042
30,2016,4,1272
31,2016,5,1635
32,2016,6,2267
33,2016,7,2089
34,2016,8,2073
35,2016,9,2050
36,2016,10,1685
37,2016,11,1266
38,2016,12,497
