,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,124
1,2013,9,311
2,2013,10,294
3,2013,11,172
4,2013,12,81
5,2014,1,43
6,2014,2,68
7,2014,3,146
8,2014,4,300
9,2014,5,516
10,2014,6,582
11,2014,7,777
12,2014,8,841
13,2014,9,799
14,2014,10,460
15,2014,11,215
16,2014,12,132
17,2015,1,99
18,2015,2,28
19,2015,3,238
20,2015,4,314
21,2015,5,522
22,2015,6,654
23,2015,7,828
24,2015,8,825
25,2015,9,673
26,2015,10,502
27,2015,11,295
28,2015,12,174
29,2016,1,139
30,2016,2,164
31,2016,3,303
32,2016,4,365
33,2016,5,590
34,2016,6,672
35,2016,7,741
36,2016,8,734
37,2016,9,641
38,2016,10,509
39,2016,11,341
40,2016,12,152
