,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2013,12.553900885830643,330.0495143766826,252.97903627654736,131.23767684574565,31.495447972268796,
1,2014,1.0850008879639208,2398.0828037775937,2232.955899813496,663.2395177639125,140.03713186334275,3.7350352783622065
2,2015,4.0334382959942445,2365.8579758138158,2897.959970725839,718.212573622547,235.45019016445787,8.622349358489316
3,2016,2.064168133485536,2866.788449487338,3224.1919777872095,942.8406544751494,312.09415455572736,2.858859974149372
