,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,226
1,2013,7,3064
2,2013,8,4711
3,2013,9,3472
4,2013,10,2507
5,2013,11,1337
6,2013,12,876
7,2014,1,436
8,2014,2,526
9,2014,3,1160
10,2014,4,2134
11,2014,5,3842
12,2014,6,5206
13,2014,7,5826
14,2014,8,5615
15,2014,9,3340
16,2014,10,2424
17,2014,11,1651
18,2014,12,1113
19,2015,1,730
20,2015,2,516
21,2015,3,1262
22,2015,4,2087
23,2015,5,3135
24,2015,6,4514
25,2015,7,6150
26,2015,8,5496
27,2015,9,5241
28,2015,10,3904
29,2015,11,2560
30,2015,12,1602
31,2016,1,1304
32,2016,2,1482
33,2016,3,2468
34,2016,4,2828
35,2016,5,4530
36,2016,6,5781
37,2016,7,6171
38,2016,8,5608
39,2016,9,5210
40,2016,10,4253
41,2016,11,3173
42,2016,12,1218
