,START TIME YEAR,START TIME MONTH,TRIP DURATION
0,2015,5,19.871787439613527
1,2015,6,19.96179540709813
2,2015,7,19.71345123258304
3,2015,8,18.09250720461096
4,2015,9,16.463371721049263
5,2015,10,17.57043701799486
6,2015,11,12.062851405622498
7,2015,12,13.020038535645469
8,2016,1,11.970911949685542
9,2016,2,13.064682539682545
10,2016,3,19.46078042328042
11,2016,4,18.561153198653194
12,2016,5,18.643021680216798
13,2016,6,21.29567354965585
14,2016,7,17.978615457562828
15,2016,8,16.14908280922433
16,2016,9,15.095198329853854
17,2016,10,14.952402402402415
18,2016,11,17.497211155378483
19,2016,12,13.527489177489182
