,START TIME YEAR,START TIME MONTH,TRIP DURATION
0,2013,8,22.4423697405712
1,2013,9,20.617030664019413
2,2013,10,15.792004398366327
3,2013,11,19.8544531761624
4,2013,12,11.294126984126983
5,2014,1,9.843534482758622
6,2014,2,16.661111111111115
7,2014,3,14.867543859649123
8,2014,4,15.643826473859857
9,2014,5,21.640554459785218
10,2014,6,16.722695243687618
11,2014,7,17.771794871794857
12,2014,8,16.145585751573826
13,2014,9,14.006615205843277
14,2014,10,12.996940181031107
15,2014,11,10.855392781316347
16,2014,12,11.859874686716802
17,2015,1,10.50763747454175
18,2015,2,15.728812636165577
19,2015,3,13.23360927152319
20,2015,4,15.08177043300025
21,2015,5,17.483438265127674
22,2015,6,16.04686206325552
23,2015,7,17.22282060972535
24,2015,8,15.018812375249484
25,2015,9,15.500884254177333
26,2015,10,13.72596168943319
27,2015,11,11.657475660639768
28,2015,12,11.264661369655714
29,2016,1,11.838398692810452
30,2016,2,12.057211354046796
31,2016,3,13.063298443370917
32,2016,4,14.510297766749385
33,2016,5,15.937918386061396
34,2016,6,16.009772370486616
35,2016,7,15.874779189352688
36,2016,8,15.306659099508126
37,2016,9,13.81141174996865
38,2016,10,14.025070906105382
39,2016,11,14.692098232634603
40,2016,12,10.906492637215534
