,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,1529
1,2013,9,1511
2,2013,10,1061
3,2013,11,509
4,2013,12,210
5,2014,1,116
6,2014,2,171
7,2014,3,342
8,2014,4,899
9,2014,5,1521
10,2014,6,1703
11,2014,7,2210
12,2014,8,2171
13,2014,9,2008
14,2014,10,1694
15,2014,11,785
16,2014,12,665
17,2015,1,491
18,2015,2,306
19,2015,3,906
20,2015,4,1301
21,2015,5,1906
22,2015,6,2013
23,2015,7,2646
24,2015,8,2672
25,2015,9,2733
26,2015,10,2123
27,2015,11,1438
28,2015,12,881
29,2016,1,714
30,2016,2,869
31,2016,3,1242
32,2016,4,1612
33,2016,5,2181
34,2016,6,2548
35,2016,7,2755
36,2016,8,2643
37,2016,9,2661
38,2016,10,2233
39,2016,11,1622
40,2016,12,747
