,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,1383
1,2013,9,1754
2,2013,10,1244
3,2013,11,641
4,2013,12,312
5,2014,1,166
6,2014,2,171
7,2014,3,645
8,2014,4,1271
9,2014,5,2116
10,2014,6,2521
11,2014,7,2960
12,2014,8,2901
13,2014,9,2502
14,2014,10,2014
15,2014,11,955
16,2014,12,765
17,2015,1,624
18,2015,2,315
19,2015,3,933
20,2015,4,1347
21,2015,5,1677
22,2015,6,2367
23,2015,7,3261
24,2015,8,3113
25,2015,9,2619
26,2015,10,2063
27,2015,11,1349
28,2015,12,813
29,2016,1,680
30,2016,2,772
31,2016,3,1287
32,2016,4,1575
33,2016,5,2214
34,2016,6,2900
35,2016,7,3213
36,2016,8,2605
37,2016,9,2325
38,2016,10,1918
39,2016,11,1377
40,2016,12,466
