,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,69
1,2013,7,1866
2,2013,8,2983
3,2013,9,2613
4,2013,10,2272
5,2013,11,1142
6,2013,12,621
7,2014,1,396
8,2014,2,474
9,2014,3,1009
10,2014,4,1722
11,2014,5,2596
12,2014,6,3171
13,2014,7,3929
14,2014,8,2938
15,2014,9,2038
16,2014,10,1530
17,2014,11,1256
18,2014,12,844
19,2015,1,698
20,2015,2,472
21,2015,3,1081
22,2015,4,1870
23,2015,5,2810
24,2015,6,3082
25,2015,7,3596
26,2015,8,3304
27,2015,9,3211
28,2015,10,2704
29,2015,11,1693
30,2015,12,1074
31,2016,1,926
32,2016,2,1230
33,2016,3,1759
34,2016,4,2106
35,2016,5,2748
36,2016,6,3480
37,2016,7,3523
38,2016,8,3013
39,2016,9,2948
40,2016,10,2654
41,2016,11,1959
42,2016,12,900
