,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,514
1,2013,9,1190
2,2013,10,852
3,2013,11,452
4,2013,12,219
5,2014,1,105
6,2014,2,90
7,2014,3,263
8,2014,4,767
9,2014,5,1517
10,2014,6,1976
11,2014,7,2594
12,2014,8,2135
13,2014,9,1130
14,2014,10,1071
15,2014,11,595
16,2014,12,471
17,2015,1,373
18,2015,2,211
19,2015,3,650
20,2015,4,979
21,2015,5,1638
22,2015,6,1990
23,2015,7,2382
24,2015,8,2651
25,2015,9,2429
26,2015,10,1714
27,2015,11,1139
28,2015,12,524
29,2016,1,440
30,2016,2,656
31,2016,3,895
32,2016,4,1202
33,2016,5,1916
34,2016,6,2614
35,2016,7,2704
36,2016,8,2574
37,2016,9,2477
38,2016,10,1992
39,2016,11,1435
40,2016,12,418
