,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2013,85.76818741667824,846.2411442583004,861.8372332079531,474.83392295956276,206.8371751975944,13.811849449121542
1,2014,30.716486476989047,5361.138162940089,4297.418870143987,1468.7794028651822,1091.811824332079,77.53722737228657
2,2015,32.54651946709011,8199.650495128828,7280.40674313666,2367.2522674748375,1418.237497865054,102.18594978510069
3,2016,12.415236684015095,10438.242046628153,7662.042570573,3375.907591220415,1550.38395328749,216.13839022047833
