,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,1275
1,2013,10,1083
2,2013,11,578
3,2013,12,286
4,2014,1,148
5,2014,2,103
6,2014,3,366
7,2014,4,1069
8,2014,5,1883
9,2014,6,2617
10,2014,7,3024
11,2014,8,3041
12,2014,9,2655
13,2014,10,1891
14,2014,11,882
15,2014,12,516
16,2015,1,377
17,2015,2,200
18,2015,3,655
19,2015,4,1160
20,2015,5,2303
21,2015,6,2966
22,2015,7,3733
23,2015,8,3237
24,2015,9,2757
25,2015,10,2111
26,2015,11,1206
27,2015,12,767
28,2016,1,547
29,2016,2,632
30,2016,3,1062
31,2016,4,1574
32,2016,5,2389
33,2016,6,3597
34,2016,7,3315
35,2016,8,3439
36,2016,9,3296
37,2016,10,2615
38,2016,11,1708
39,2016,12,558
