,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2015,220.7333674739998,66.23743288303453,48.92039004983425,85.30562200328355,16.323164372126236,2.0051224352111356
1,2016,30.16359100087064,189.00822057930122,70.12266208265876,73.31638087878424,46.54314423787768,1.7843140549824485
