,START TIME YEAR,START TIME MONTH,TRIP DURATION
0,2015,4,14.516666666666667
1,2015,5,15.299208704253203
2,2015,6,27.05152905198778
3,2015,7,20.756396775324237
4,2015,8,22.58286790780142
5,2015,9,20.80678587803759
6,2015,10,15.71453308596166
7,2015,11,14.934247311827946
8,2015,12,14.099189189189188
9,2016,1,13.388613861386142
10,2016,2,13.633224400871454
11,2016,3,17.741111111111113
12,2016,4,22.355097087378653
13,2016,5,21.49856952761143
14,2016,6,22.65703012912483
15,2016,7,19.045536499560235
16,2016,8,17.67837219935984
17,2016,9,18.39757085020243
18,2016,10,14.077700463883357
19,2016,11,15.390179573512897
20,2016,12,11.021810699588473
