,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,1171
1,2013,9,1474
2,2013,10,1011
3,2013,11,579
4,2013,12,371
5,2014,1,150
6,2014,2,197
7,2014,3,492
8,2014,4,946
9,2014,5,1359
10,2014,6,1958
11,2014,7,2129
12,2014,8,2121
13,2014,9,1813
14,2014,10,1480
15,2014,11,744
16,2014,12,580
17,2015,1,438
18,2015,2,271
19,2015,3,745
20,2015,4,1175
21,2015,5,1407
22,2015,6,1751
23,2015,7,2211
24,2015,8,2241
25,2015,9,1958
26,2015,10,1595
27,2015,11,963
28,2015,12,826
29,2016,1,602
30,2016,2,794
31,2016,3,1124
32,2016,4,1147
33,2016,5,1538
34,2016,6,1936
35,2016,7,1972
36,2016,8,1859
37,2016,9,1765
38,2016,10,1737
39,2016,11,1319
40,2016,12,724
