,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,145
1,2013,7,2274
2,2013,8,3719
3,2013,9,4250
4,2013,10,3692
5,2013,11,1503
6,2013,12,909
7,2014,1,457
8,2014,2,572
9,2014,3,1160
10,2014,4,2323
11,2014,5,3570
12,2014,6,4684
13,2014,7,5706
14,2014,8,5177
15,2014,9,4632
16,2014,10,3974
17,2014,11,2327
18,2014,12,1945
19,2015,1,1178
20,2015,2,734
21,2015,3,1564
22,2015,4,2486
23,2015,5,3428
24,2015,6,4252
25,2015,7,4157
26,2015,8,4108
27,2015,9,3991
28,2015,10,3538
29,2015,11,2283
30,2015,12,1844
31,2016,1,1212
32,2016,2,1632
33,2016,3,2266
34,2016,4,2416
35,2016,5,4147
36,2016,6,6107
37,2016,7,5499
38,2016,8,5933
39,2016,9,5764
40,2016,10,5463
41,2016,11,3772
42,2016,12,1652
