,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,7,156
1,2013,8,1585
2,2013,9,1853
3,2013,10,1481
4,2013,11,869
5,2013,12,360
6,2014,1,187
7,2014,2,183
8,2014,3,706
9,2014,4,1546
10,2014,5,2126
11,2014,6,2466
12,2014,7,2684
13,2014,8,2424
14,2014,9,2318
15,2014,10,1824
16,2014,11,1037
17,2014,12,790
18,2015,1,560
19,2015,2,342
20,2015,3,945
21,2015,4,1461
22,2015,5,2051
23,2015,6,2654
24,2015,7,3189
25,2015,8,3100
26,2015,9,2961
27,2015,10,2450
28,2015,11,1525
29,2015,12,936
30,2016,1,677
31,2016,2,843
32,2016,3,1290
33,2016,4,1626
34,2016,5,2391
35,2016,6,3054
36,2016,7,2922
37,2016,8,2929
38,2016,9,2793
39,2016,10,2463
40,2016,11,1618
41,2016,12,599
