,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2013,2.3850598723798657,1747.1877153937035,942.0952458842031,508.55976003632753,248.9864522542693,6.680853977191279
1,2014,35.188980575465074,6714.9219502441765,4466.57412868841,1700.4576749190517,1037.3479324576692,9.101026584187293
2,2015,18.734702654259742,9330.08987070543,4995.809033318523,2342.3071147064884,1937.610479686336,10.979052145118938
3,2016,15.166293700853895,9011.173605298984,6959.976574788187,2941.045254621056,1984.8945887046723,710.9726806807846
