,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,1960
1,2013,9,1709
2,2013,10,1227
3,2013,11,608
4,2013,12,308
5,2014,1,157
6,2014,2,205
7,2014,3,446
8,2014,4,967
9,2014,5,1669
10,2014,6,2394
11,2014,7,2693
12,2014,8,2691
13,2014,9,2149
14,2014,10,1909
15,2014,11,850
16,2014,12,584
17,2015,1,399
18,2015,2,242
19,2015,3,876
20,2015,4,1400
21,2015,5,2233
22,2015,6,2028
23,2015,7,2734
24,2015,8,3132
25,2015,9,2441
26,2015,10,1938
27,2015,11,1197
28,2015,12,804
29,2016,1,490
30,2016,2,637
31,2016,3,1054
32,2016,4,1289
33,2016,5,2128
34,2016,6,3230
35,2016,7,3067
36,2016,8,2982
37,2016,9,2616
38,2016,10,2161
39,2016,11,1471
40,2016,12,467
