,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,4644
1,2013,9,7312
2,2013,10,4280
3,2013,11,1172
4,2013,12,302
5,2014,1,100
6,2014,2,145
7,2014,3,1285
8,2014,4,4786
9,2014,5,10462
10,2014,6,13316
11,2014,7,16506
12,2014,8,15019
13,2014,9,9587
14,2014,10,4220
15,2014,11,936
16,2014,12,585
17,2015,1,265
18,2015,2,69
19,2015,3,1517
20,2015,4,3883
21,2015,5,8025
22,2015,6,13468
23,2015,7,19310
24,2015,8,16789
25,2015,9,12415
26,2015,10,5360
27,2015,11,2878
28,2015,12,850
29,2016,1,460
30,2016,2,1138
31,2016,3,2526
32,2016,4,5064
33,2016,5,12083
34,2016,6,14904
35,2016,7,19494
36,2016,8,15967
37,2016,9,13361
38,2016,10,7079
39,2016,11,3507
40,2016,12,358
