,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,19 - 29,30 - 39,40 - 49,50 - 65
,,,,,
0,2015,70.98679573502038,24.42301559615234,17.70964762788193,13.641954077145229
1,2016,7.8737647951031775,15.322815893036775,1.8713052752815917,9.366856249652479
