,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,97
1,2013,7,2841
2,2013,8,5166
3,2013,9,6124
4,2013,10,6798
5,2013,11,4840
6,2013,12,2879
7,2014,1,1784
8,2014,2,2006
9,2014,3,3442
10,2014,4,5584
11,2014,5,7251
12,2014,6,8693
13,2014,7,10250
14,2014,8,9410
15,2014,9,9609
16,2014,10,9232
17,2014,11,5358
18,2014,12,4397
19,2015,1,3275
20,2015,2,2550
21,2015,3,4661
22,2015,4,5402
23,2015,5,6934
24,2015,6,9021
25,2015,7,8967
26,2015,8,8745
27,2015,9,8627
28,2015,10,8389
29,2015,11,5752
30,2015,12,4419
31,2016,1,4216
32,2016,2,4632
33,2016,3,6210
34,2016,4,6703
35,2016,5,7804
36,2016,6,10047
37,2016,7,9372
38,2016,8,10400
39,2016,9,10233
40,2016,10,9822
41,2016,11,7669
42,2016,12,3752
