,START TIME YEAR,START TIME MONTH,DISTANCE_Miles
0,2015,5,1.9286295809649268
1,2015,6,1.6528866578316002
2,2015,7,1.7993530679356189
3,2015,8,1.6460786721588045
4,2015,9,1.5580278516830068
5,2015,10,1.5983090024930096
6,2015,11,1.5977858544251309
7,2015,12,1.6709316640337717
8,2016,1,2.0503795299279637
9,2016,2,1.4442520473662601
10,2016,3,1.6391491762538166
11,2016,4,1.6318119548469034
12,2016,5,1.5955037344455207
13,2016,6,1.5888570324538855
14,2016,7,1.5785419105529035
15,2016,8,1.6196795651240345
16,2016,9,1.5672085721384308
17,2016,10,1.6811695454024485
18,2016,11,1.5316890738210882
19,2016,12,1.3702431424935606
