,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,307
1,2013,10,777
2,2013,11,529
3,2013,12,262
4,2014,1,135
5,2014,2,174
6,2014,3,522
7,2014,4,1095
8,2014,5,1903
9,2014,6,2071
10,2014,7,3029
11,2014,8,2863
12,2014,9,2215
13,2014,10,1657
14,2014,11,822
15,2014,12,615
16,2015,1,460
17,2015,2,225
18,2015,3,891
19,2015,4,1342
20,2015,5,2096
21,2015,6,2569
22,2015,7,3260
23,2015,8,2925
24,2015,9,2612
25,2015,10,2022
26,2015,11,1147
27,2015,12,873
28,2016,1,613
29,2016,2,702
30,2016,3,1101
31,2016,4,1389
32,2016,5,2387
33,2016,6,3139
34,2016,7,3237
35,2016,8,3246
36,2016,9,2734
37,2016,10,2254
38,2016,11,1347
39,2016,12,440
