,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2013,23.064594634459926,1511.6819855186943,2187.7297124391694,1019.5973291591599,1027.1660627929973,0.13939419735787328
1,2014,33.75199500437755,10613.014413954063,12262.102971215001,6157.93646172765,5343.227389107516,28.740841510425657
2,2015,20.261804156640274,10917.619374371063,15294.6072025505,7428.927160391988,6469.380651305737,163.7720426098928
3,2016,6.3307912655513725,10833.300411165674,14902.8858645229,9227.91909782618,8287.080389701876,349.0966655472361
