,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,1269
1,2013,10,3118
2,2013,11,2195
3,2013,12,1369
4,2014,1,758
5,2014,2,968
6,2014,3,1502
7,2014,4,2775
8,2014,5,4044
9,2014,6,4859
10,2014,7,5488
11,2014,8,4941
12,2014,9,5140
13,2014,10,4923
14,2014,11,2654
15,2014,12,2334
16,2015,1,1708
17,2015,2,1165
18,2015,3,2235
19,2015,4,3460
20,2015,5,4014
21,2015,6,5326
22,2015,7,5338
23,2015,8,5854
24,2015,9,5497
25,2015,10,5028
26,2015,11,3380
27,2015,12,2557
28,2016,1,2046
29,2016,2,2313
30,2016,3,3455
31,2016,4,3548
32,2016,5,4181
33,2016,6,5260
34,2016,7,4931
35,2016,8,5161
36,2016,9,4716
37,2016,10,4181
38,2016,11,3657
39,2016,12,2145
