,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,14
1,2013,7,185
2,2013,8,1739
3,2013,9,2362
4,2013,10,2227
5,2013,11,1334
6,2013,12,819
7,2014,1,479
8,2014,2,517
9,2014,3,1140
10,2014,4,1845
11,2014,5,2826
12,2014,6,3293
13,2014,7,3481
14,2014,8,3283
15,2014,9,3350
16,2014,10,2735
17,2014,11,1524
18,2014,12,1249
19,2015,1,824
20,2015,2,536
21,2015,3,1035
22,2015,4,1871
23,2015,5,2290
24,2015,6,2816
25,2015,7,3205
26,2015,8,3323
27,2015,9,3053
28,2015,10,2819
29,2015,11,2000
30,2015,12,1368
31,2016,1,1141
32,2016,2,1319
33,2016,3,1933
34,2016,4,1981
35,2016,5,2603
36,2016,6,3259
37,2016,7,3066
38,2016,8,3021
39,2016,9,2614
40,2016,10,2432
41,2016,11,1925
42,2016,12,1025
