,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2013,1.9974258580978002,1788.2490039551428,2207.943693489801,1608.4296984875566,691.3862349219461,2.7746630899815004
1,2014,14.599830671167329,7889.2598942855275,8435.181356205792,5225.015486697744,2515.343339608663,53.61533173665546
2,2015,22.40369921270179,7178.914643045851,7486.080922028663,4671.696844812074,2559.8333896807458,125.97278841682429
3,2016,1.7157849455299674,7447.646814804908,8299.004508831318,3397.029179838124,4340.067134500194,177.3713715725238
