,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,368
1,2013,9,1162
2,2013,10,604
3,2013,11,343
4,2013,12,122
5,2014,1,89
6,2014,2,88
7,2014,3,255
8,2014,4,707
9,2014,5,1403
10,2014,6,1747
11,2014,7,2459
12,2014,8,2180
13,2014,9,1741
14,2014,10,1197
15,2014,11,535
16,2014,12,439
17,2015,1,283
18,2015,2,158
19,2015,3,667
20,2015,4,1071
21,2015,5,1637
22,2015,6,2074
23,2015,7,2349
24,2015,8,2179
25,2015,9,1982
26,2015,10,1397
27,2015,11,662
28,2015,12,400
29,2016,1,244
30,2016,2,380
31,2016,3,578
32,2016,4,853
33,2016,5,1657
34,2016,6,2235
35,2016,7,2093
36,2016,8,2309
37,2016,9,2088
38,2016,10,1868
39,2016,11,1110
40,2016,12,345
