,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,
0,2015,313.2602860249428,228.1809434934958,103.4302572861894,17.731144119088384,299.4202454936153
1,2016,1026.1030754070027,253.5195409559752,88.10472645531964,126.40897546166413,338.1108412044763
