,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,532
1,2013,9,926
2,2013,10,835
3,2013,11,534
4,2013,12,236
5,2014,1,140
6,2014,2,222
7,2014,3,390
8,2014,4,729
9,2014,5,845
10,2014,6,630
11,2014,7,631
12,2014,8,674
13,2014,9,817
14,2014,10,736
15,2014,11,447
16,2014,12,214
17,2015,1,249
18,2015,2,165
19,2015,3,234
20,2015,4,391
21,2015,5,428
22,2015,6,412
23,2015,7,593
24,2015,8,696
25,2015,9,1125
26,2015,10,1066
27,2015,11,698
28,2015,12,330
29,2016,1,309
30,2016,2,474
31,2016,3,668
32,2016,4,712
33,2016,5,708
34,2016,6,878
35,2016,7,835
36,2016,8,1225
37,2016,9,1287
38,2016,10,965
39,2016,11,832
40,2016,12,267
