,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,74
1,2013,7,892
2,2013,8,1427
3,2013,9,1400
4,2013,10,1225
5,2013,11,567
6,2013,12,276
7,2014,1,177
8,2014,2,143
9,2014,3,321
10,2014,4,514
11,2014,5,946
12,2014,6,1137
13,2014,7,1217
14,2014,8,1133
15,2014,9,1165
16,2014,10,983
17,2014,11,489
18,2014,12,340
19,2015,1,273
20,2015,2,160
21,2015,3,467
22,2015,4,679
23,2015,5,962
24,2015,6,1292
25,2015,7,1761
26,2015,8,1681
27,2015,9,1681
28,2015,10,1324
29,2015,11,847
30,2015,12,594
31,2016,1,497
32,2016,2,599
33,2016,3,752
34,2016,4,916
35,2016,5,1260
36,2016,6,1694
37,2016,7,1752
38,2016,8,1808
39,2016,9,1548
40,2016,10,1459
41,2016,11,1079
42,2016,12,458
