,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2013,1.6372130229109418,899.4573046172216,2100.656813160814,1028.4538608378411,732.671605606694,2.942867483045725
1,2014,,2068.3099082504586,2639.7988387373375,1353.9618510861148,837.8893108384823,18.348476595208112
2,2015,10.390902252727777,3313.880244233792,3896.0102499538616,1142.1000796856379,1911.3494370942142,30.445539458988506
3,2016,4.636842334944423,3528.3582436134,5662.092543735568,2033.4390222714876,1686.194349180584,69.88164935740224
