,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2015,26.161414354268413,1048.759925106434,1125.1134756833544,878.0546401921562,343.8333785305446,35.067809694960964
1,2016,3.1816563074814757,2494.6092885843946,2312.353512675725,1115.7984440630607,965.5920083700886,23.999054871504164
