,START TIME YEAR,START TIME MONTH,DISTANCE_Miles
0,2015,5,1.756197667359472
1,2015,6,1.9003657754927974
2,2015,7,1.9323639487155488
3,2015,8,1.8532854268627006
4,2015,9,1.700078959480309
5,2015,10,1.3856359577818311
6,2015,11,1.5052179470360487
7,2015,12,1.2923246020100074
8,2016,1,1.2647354466737966
9,2016,2,1.530387560762823
10,2016,3,1.636987233174717
11,2016,4,1.7175228533778915
12,2016,5,1.8371664523235856
13,2016,6,1.906229929721954
14,2016,7,1.9346157615540291
15,2016,8,2.0651183146682333
16,2016,9,2.059958429758423
17,2016,10,1.8267999533333528
18,2016,11,1.8552977672343733
19,2016,12,1.3761218032074556
