,START TIME YEAR,START TIME MONTH,TRIP DURATION
0,2015,5,18.22020023557128
1,2015,6,18.711932555123234
2,2015,7,15.938872329855924
3,2015,8,14.635352112676044
4,2015,9,13.376789529914523
5,2015,10,12.654824561403514
6,2015,11,10.96952965235174
7,2015,12,10.314971751412424
8,2016,1,9.73226190476191
9,2016,2,14.10296803652968
10,2016,3,11.999433962264147
11,2016,4,15.602233115468405
12,2016,5,17.52155172413792
13,2016,6,17.398281016442432
14,2016,7,17.626149802890904
15,2016,8,16.760307366189718
16,2016,9,15.959391727493909
17,2016,10,13.68549323017408
18,2016,11,13.184777777777775
19,2016,12,9.94827586206897
