,START TIME YEAR,START TIME MONTH,TRIP DURATION
0,2013,8,25.769494892168005
1,2013,9,21.727279521674095
2,2013,10,15.847424836601299
3,2013,11,12.30959164292498
4,2013,12,15.332584269662933
5,2014,1,12.956796116504847
6,2014,2,11.80839793281654
7,2014,3,12.936035267349258
8,2014,4,15.319945150835192
9,2014,5,16.656970069700677
10,2014,6,16.383819672131157
11,2014,7,15.063275024295436
12,2014,8,15.665447809278302
13,2014,9,14.17722034322938
14,2014,10,12.52890112012357
15,2014,11,10.8151131568853
16,2014,12,10.070601173020524
17,2015,1,10.783904109589047
18,2015,2,13.805243445692884
19,2015,3,13.989910226385652
20,2015,4,13.019037083860104
21,2015,5,15.199703353916979
22,2015,6,16.296300265360276
23,2015,7,15.87072016964358
24,2015,8,15.768482472740345
25,2015,9,14.592299071405712
26,2015,10,13.499782091917579
27,2015,11,12.210194614166097
28,2015,12,10.99814148681055
29,2016,1,10.756736909323127
30,2016,2,14.094653649465378
31,2016,3,12.454100529100542
32,2016,4,13.946945273631856
33,2016,5,14.33836798991807
34,2016,6,16.36972309299895
35,2016,7,15.038720141551169
36,2016,8,14.062481899797238
37,2016,9,14.007255469755483
38,2016,10,14.198275630703138
39,2016,11,12.705437123169695
40,2016,12,9.323889931207004
