,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,1762
1,2013,9,2230
2,2013,10,1275
3,2013,11,702
4,2013,12,356
5,2014,1,206
6,2014,2,258
7,2014,3,586
8,2014,4,1337
9,2014,5,2439
10,2014,6,3050
11,2014,7,3430
12,2014,8,3104
13,2014,9,2661
14,2014,10,1726
15,2014,11,869
16,2014,12,682
17,2015,1,438
18,2015,2,178
19,2015,3,854
20,2015,4,1582
21,2015,5,2753
22,2015,6,3266
23,2015,7,4087
24,2015,8,3699
25,2015,9,3123
26,2015,10,2524
27,2015,11,1473
28,2015,12,834
29,2016,1,522
30,2016,2,717
31,2016,3,1260
32,2016,4,1675
33,2016,5,2645
34,2016,6,3828
35,2016,7,3391
36,2016,8,3453
37,2016,9,3108
38,2016,10,2484
39,2016,11,1548
40,2016,12,533
