,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,573
1,2013,10,978
2,2013,11,377
3,2013,12,104
4,2014,1,58
5,2014,2,45
6,2014,3,204
7,2014,4,824
8,2014,5,1629
9,2014,6,2259
10,2014,7,2552
11,2014,8,2410
12,2014,9,1801
13,2014,10,1448
14,2014,11,672
15,2014,12,402
16,2015,1,239
17,2015,2,148
18,2015,3,540
19,2015,4,949
20,2015,5,1589
21,2015,6,1908
22,2015,7,2669
23,2015,8,2428
24,2015,9,2016
25,2015,10,1663
26,2015,11,968
27,2015,12,579
28,2016,1,383
29,2016,2,551
30,2016,3,843
31,2016,4,1091
32,2016,5,1736
33,2016,6,2457
34,2016,7,2404
35,2016,8,2357
36,2016,9,2140
37,2016,10,1785
38,2016,11,1174
39,2016,12,292
