,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2015,4,16
1,2015,5,108
2,2015,6,126
3,2015,7,219
4,2015,8,189
5,2015,9,178
6,2015,10,134
7,2015,11,97
8,2015,12,112
9,2016,1,92
10,2016,2,90
11,2016,3,88
12,2016,4,114
13,2016,5,122
14,2016,6,133
15,2016,7,167
16,2016,8,296
17,2016,9,264
18,2016,10,199
19,2016,11,137
20,2016,12,107
