,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,7,1
1,2013,8,736
2,2013,9,1742
3,2013,10,1594
4,2013,11,827
5,2013,12,414
6,2014,1,189
7,2014,2,241
8,2014,3,608
9,2014,4,1279
10,2014,5,2132
11,2014,6,2696
12,2014,7,3385
13,2014,8,4346
14,2014,9,4166
15,2014,10,3561
16,2014,11,1934
17,2014,12,1481
18,2015,1,1024
19,2015,2,612
20,2015,3,1542
21,2015,4,2548
22,2015,5,3325
23,2015,6,4462
24,2015,7,5182
25,2015,8,5160
26,2015,9,4573
27,2015,10,4144
28,2015,11,2787
29,2015,12,2011
30,2016,1,1517
31,2016,2,1873
32,2016,3,2994
33,2016,4,3083
34,2016,5,4366
35,2016,6,5453
36,2016,7,2746
37,2016,8,2368
38,2016,9,2329
39,2016,10,2056
40,2016,11,1445
41,2016,12,662
