,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65
,,,,,,
0,2015,54.99369062039008,49.969182436530424,5.357185110408866,29.450339582842556,5.647051799653893
1,2016,45.64499154940537,25.109096617328152,251.6063124483816,66.63325590531133,23.139632904963854
