,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,62
1,2013,7,852
2,2013,8,1205
3,2013,9,1107
4,2013,10,918
5,2013,11,524
6,2013,12,282
7,2014,1,162
8,2014,2,150
9,2014,3,400
10,2014,4,777
11,2014,5,1414
12,2014,6,2077
13,2014,7,2298
14,2014,8,2308
15,2014,9,1884
16,2014,10,1402
17,2014,11,655
18,2014,12,555
19,2015,1,323
20,2015,2,169
21,2015,3,490
22,2015,4,886
23,2015,5,1592
24,2015,6,2342
25,2015,7,2895
26,2015,8,2305
27,2015,9,1946
28,2015,10,1510
29,2015,11,1017
30,2015,12,725
31,2016,1,451
32,2016,2,486
33,2016,3,708
34,2016,4,884
35,2016,5,1360
36,2016,6,1824
37,2016,7,2108
38,2016,8,1813
39,2016,9,1532
40,2016,10,1578
41,2016,11,1024
42,2016,12,517
