,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2015,84.6820941382436,4036.2312823250672,2196.0735203421614,607.4516468020853,447.3529022570392,72.7585832195179
1,2016,29.011658291980794,5529.376307949007,3259.570037894348,626.5880855204459,1382.883954682707,69.78879161242894
