,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2013,6.494563005938617,1527.655743731125,2305.3695070680888,1339.3621438626947,1396.324099238133,45.08450687030704
1,2014,22.002204737427352,6240.241533574383,11614.456409042199,5554.8205004783385,4983.481607782957,183.8756680886611
2,2015,15.324880386088433,9238.76700733506,12755.565548148392,5677.682519300725,5560.291259302114,266.58965512344713
3,2016,35.074603732400256,10756.93706119696,16149.849568727903,7415.974957944172,7512.529579183579,197.9165873157882
