,START TIME YEAR,START TIME MONTH,TRIP DURATION
0,2013,9,19.00625
1,2013,10,25.53086124401913
2,2013,11,17.324999999999996
3,2013,12,13.714409722222221
4,2014,1,13.240277777777774
5,2014,2,11.504347826086962
6,2014,3,13.090243902439019
7,2014,4,17.99180555555557
8,2014,5,17.344092331768394
9,2014,6,20.11543086172348
10,2014,7,20.342036242250824
11,2014,8,18.705042613636365
12,2014,9,13.4699315920398
13,2014,10,13.656808943089437
14,2014,11,12.256404958677683
15,2014,12,13.141354723707668
16,2015,1,12.701677148846956
17,2015,2,13.247514619883042
18,2015,3,13.634432234432232
19,2015,4,15.467394468704512
20,2015,5,13.944516829533121
21,2015,6,12.957111899133169
22,2015,7,20.720269360269363
23,2015,8,14.623008849557522
24,2015,9,13.746806039488977
25,2015,10,11.956522781774584
26,2015,11,12.317577597840755
27,2015,12,10.4584451901566
28,2016,1,11.161976911976904
29,2016,2,10.767554644808737
30,2016,3,16.666096169519157
31,2016,4,11.288777219430493
32,2016,5,13.758381134480569
33,2016,6,16.98359154929577
34,2016,7,26.63295774647887
35,2016,8,14.43129084967321
36,2016,9,13.743427230046953
37,2016,10,12.754737206085752
38,2016,11,13.208829084041552
39,2016,12,13.092567567567562
