,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,2983
1,2013,9,3672
2,2013,10,2918
3,2013,11,1384
4,2013,12,688
5,2014,1,362
6,2014,2,371
7,2014,3,1145
8,2014,4,2520
9,2014,5,4556
10,2014,6,6148
11,2014,7,7365
12,2014,8,7218
13,2014,9,5387
14,2014,10,4100
15,2014,11,2155
16,2014,12,1569
17,2015,1,1197
18,2015,2,641
19,2015,3,1851
20,2015,4,3072
21,2015,5,4182
22,2015,6,5569
23,2015,7,6551
24,2015,8,6205
25,2015,9,5268
26,2015,10,3826
27,2015,11,2448
28,2015,12,1384
29,2016,1,945
30,2016,2,1260
31,2016,3,2022
32,2016,4,2449
33,2016,5,4002
34,2016,6,4980
35,2016,7,5955
36,2016,8,5547
37,2016,9,5113
38,2016,10,4033
39,2016,11,2831
40,2016,12,1158
