,START TIME YEAR,START TIME MONTH,TRIP DURATION
0,2013,6,15.711842105263159
1,2013,7,26.64998256624824
2,2013,8,23.32684875510964
3,2013,9,15.022072623419001
4,2013,10,12.624412171507602
5,2013,11,11.84928366762178
6,2013,12,9.212716763005785
7,2014,1,8.659706959706961
8,2014,2,10.013717948717948
9,2014,3,11.268211920529799
10,2014,4,18.386132511556248
11,2014,5,16.428958136606827
12,2014,6,17.409916666666657
13,2014,7,14.215836575875505
14,2014,8,15.210024057738574
15,2014,9,12.329806807727687
16,2014,10,11.725428784489178
17,2014,11,10.07287191726332
18,2014,12,9.595246085011189
19,2015,1,9.410286458333335
20,2015,2,9.835906040268458
21,2015,3,10.295607843137253
22,2015,4,12.032546494992852
23,2015,5,12.675938566552901
24,2015,6,13.159943977591048
25,2015,7,14.640659017358033
26,2015,8,13.685542530808517
27,2015,9,11.377399999999996
28,2015,10,11.29617071524966
29,2015,11,13.703237025147143
30,2015,12,9.89960668633236
31,2016,1,13.447407407407418
32,2016,2,9.949890350877185
33,2016,3,11.181481481481471
34,2016,4,12.352049910873449
35,2016,5,12.267653631284915
36,2016,6,14.452950096498485
37,2016,7,17.245579710144924
38,2016,8,12.988883833788288
39,2016,9,12.338711395101187
40,2016,10,12.594843686561118
41,2016,11,11.420357554786623
42,2016,12,10.184560723514213
