,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,38
1,2013,7,956
2,2013,8,897
3,2013,9,817
4,2013,10,723
5,2013,11,349
6,2013,12,173
7,2014,1,91
8,2014,2,130
9,2014,3,302
10,2014,4,649
11,2014,5,1059
12,2014,6,1200
13,2014,7,1285
14,2014,8,1247
15,2014,9,1087
16,2014,10,894
17,2014,11,419
18,2014,12,298
19,2015,1,256
20,2015,2,149
21,2015,3,425
22,2015,4,699
23,2015,5,879
24,2015,6,1190
25,2015,7,1133
26,2015,8,1109
27,2015,9,1000
28,2015,10,988
29,2015,11,623
30,2015,12,339
31,2016,1,270
32,2016,2,304
33,2016,3,468
34,2016,4,561
35,2016,5,895
36,2016,6,1209
37,2016,7,1150
38,2016,8,1099
39,2016,9,939
40,2016,10,821
41,2016,11,578
42,2016,12,258
