,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,19 - 29,30 - 39,40 - 49,50 - 65
,,,,,
0,2015,130.42679020345855,305.0654529992356,29.84118025437079,154.75358383332923
1,2016,311.7517767794492,477.08908314126927,49.39851633639189,89.04367010282284
