,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2015,5,253
1,2015,6,449
2,2015,7,575
3,2015,8,538
4,2015,9,446
5,2015,10,335
6,2015,11,148
7,2015,12,151
8,2016,1,72
9,2016,2,104
10,2016,3,183
11,2016,4,221
12,2016,5,436
13,2016,6,445
14,2016,7,446
15,2016,8,383
16,2016,9,374
17,2016,10,291
18,2016,11,200
19,2016,12,71
