,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2015,9.569255052519742,2507.0899991249557,960.6880491469167,121.94051592897594,100.2021891240236,60.19167845679674
1,2016,12.287148087405818,2044.2462198895971,618.9605456582257,59.533432317782705,40.20276217280593,34.8570357905576
