,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,128
1,2013,7,2822
2,2013,8,3344
3,2013,9,2526
4,2013,10,1937
5,2013,11,885
6,2013,12,396
7,2014,1,231
8,2014,2,208
9,2014,3,656
10,2014,4,2032
11,2014,5,4338
12,2014,6,5152
13,2014,7,5071
14,2014,8,5576
15,2014,9,4265
16,2014,10,2906
17,2014,11,1189
18,2014,12,933
19,2015,1,524
20,2015,2,219
21,2015,3,1151
22,2015,4,2030
23,2015,5,4130
24,2015,6,5604
25,2015,7,6772
26,2015,8,6268
27,2015,9,4659
28,2015,10,3553
29,2015,11,1935
30,2015,12,1153
31,2016,1,720
32,2016,2,1069
33,2016,3,1759
34,2016,4,2366
35,2016,5,4591
36,2016,6,6524
37,2016,7,7351
38,2016,8,6236
39,2016,9,5264
40,2016,10,4259
41,2016,11,2639
42,2016,12,739
