,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,1758
1,2013,9,2242
2,2013,10,1877
3,2013,11,791
4,2013,12,393
5,2014,1,205
6,2014,2,292
7,2014,3,701
8,2014,4,1832
9,2014,5,2755
10,2014,6,3169
11,2014,7,2962
12,2014,8,3634
13,2014,9,2660
14,2014,10,1729
15,2014,11,712
16,2014,12,566
17,2015,1,325
18,2015,2,228
19,2015,3,806
20,2015,4,1378
21,2015,5,2045
22,2015,6,3013
23,2015,7,3656
24,2015,8,3529
25,2015,9,3107
26,2015,10,2171
27,2015,11,1209
28,2015,12,781
29,2016,1,629
30,2016,2,797
31,2016,3,1351
32,2016,4,1577
33,2016,5,2677
34,2016,6,3188
35,2016,7,4000
36,2016,8,3632
37,2016,9,3487
38,2016,10,2359
39,2016,11,1675
40,2016,12,761
